number,prob_DM,anomaly_score,anomaly_score_norm,combined_score
342,0.8,-11.309409097328414,0.0,0.4
22,0.8,-11.309409097328414,0.0,0.4
202,0.79,-11.309409083471625,8.12776415841654e-05,0.3950406388207921
950,0.79,-11.309409093703549,2.1261817892082036e-05,0.39501063090894606
278,0.79,-11.30940909732836,3.2014213502407074e-10,0.3950000001600711
871,0.79,-11.309409097328407,4.3655745685100555e-11,0.3950000000218279
468,0.79,-11.309409097328414,0.0,0.395
709,0.79,-11.309409097328414,0.0,0.395
802,0.79,-11.309409097328414,0.0,0.395
668,0.79,-11.309409097328414,0.0,0.395
1058,0.79,-11.309409097328414,0.0,0.395
862,0.79,-11.309409097328414,0.0,0.395
421,0.79,-11.309409097328414,0.0,0.395
317,0.79,-11.309409097328414,0.0,0.395
358,0.78,-11.30940825330494,0.004950659131282009,0.392475329565641
749,0.78,-11.309408889497638,0.001219041136209853,0.39060952056810494
1026,0.78,-11.309409097289397,2.2885797079652548e-07,0.3900001144289854
939,0.78,-11.309409097307888,1.2040254659950733e-07,0.3900000602012733
1015,0.78,-11.309409097327396,5.966285243630409e-09,0.39000000298314264
782,0.78,-11.309409097328407,4.3655745685100555e-11,0.3900000000218279
67,0.78,-11.309409097328414,0.0,0.39
302,0.78,-11.309409097328414,0.0,0.39
71,0.78,-11.309409097328414,0.0,0.39
752,0.78,-11.309409097328414,0.0,0.39
256,0.78,-11.309409097328414,0.0,0.39
384,0.78,-11.309409097328414,0.0,0.39
114,0.78,-11.309409097328414,0.0,0.39
72,0.78,-11.309409097328414,0.0,0.39
153,0.78,-11.309409097328414,0.0,0.39
177,0.78,-11.309409097328414,0.0,0.39
733,0.78,-11.309409097328414,0.0,0.39
1031,0.78,-11.309409097328414,0.0,0.39
691,0.78,-11.309409097328414,0.0,0.39
579,0.78,-11.309409097328414,0.0,0.39
298,0.78,-11.309409097328414,0.0,0.39
1114,0.78,-11.309409097328414,0.0,0.39
183,0.78,-11.309409097328414,0.0,0.39
223,0.77,-11.309409035268285,0.00036401659599505365,0.38518200829799754
747,0.77,-11.309409097016935,1.8269929569214582e-06,0.38500091349647847
292,0.77,-11.309409097328414,0.0,0.385
1063,0.77,-11.309409097328414,0.0,0.385
41,0.77,-11.309409097328414,0.0,0.385
326,0.77,-11.309409097328414,0.0,0.385
518,0.77,-11.309409097328414,0.0,0.385
535,0.76,-11.309409038383931,0.0003457416169112548,0.38017287080845563
115,0.76,-11.309409076354004,0.00012302638788241893,0.3800615131939412
288,0.76,-11.30940909640165,5.4359843488782644e-06,0.38000271799217444
179,0.76,-11.309409096678548,3.8118159864097834e-06,0.3800019059079932
1088,0.76,-11.309409096850668,2.8022477636113763e-06,0.3800014011238818
246,0.76,-11.309409097187164,8.285132935270667e-07,0.38000041425664677
24,0.76,-11.309409097309157,1.129519660025835e-07,0.380000056475983
29,0.76,-11.30940909732428,2.4243490770459175e-08,0.3800000121217454
118,0.76,-11.309409097324735,2.158049028366804e-08,0.38000001079024515
376,0.76,-11.309409097326473,1.1394149623811245e-08,0.3800000056970748
1100,0.76,-11.30940909732796,2.663000486791134e-09,0.38000000133150025
1108,0.76,-11.309409097327968,2.6193447411060333e-09,0.3800000013096724
92,0.76,-11.309409097328402,7.275957614183426e-11,0.3800000000363798
262,0.76,-11.309409097328404,5.820766091346741e-11,0.38000000002910383
1024,0.76,-11.309409097328412,1.4551915228366852e-11,0.38000000000727596
1062,0.76,-11.309409097328414,0.0,0.38
600,0.76,-11.309409097328414,0.0,0.38
30,0.76,-11.309409097328414,0.0,0.38
249,0.76,-11.309409097328414,0.0,0.38
146,0.76,-11.309409097328414,0.0,0.38
435,0.76,-11.309409097328414,0.0,0.38
646,0.76,-11.309409097328414,0.0,0.38
25,0.76,-11.309409097328414,0.0,0.38
280,0.76,-11.309409097328414,0.0,0.38
453,0.76,-11.309409097328414,0.0,0.38
1103,0.76,-11.309409097328414,0.0,0.38
195,0.76,-11.309409097328414,0.0,0.38
63,0.76,-11.309409097328414,0.0,0.38
106,0.76,-11.309409097328414,0.0,0.38
209,0.76,-11.309409097328414,0.0,0.38
303,0.76,-11.309409097328414,0.0,0.38
310,0.76,-11.309409097328414,0.0,0.38
46,0.76,-11.309409097328414,0.0,0.38
756,0.76,-11.309409097328414,0.0,0.38
64,0.75,-11.309409092264495,2.9702656320296228e-05,0.37501485132816015
735,0.75,-11.309409094667254,1.560915552545339e-05,0.3750078045777627
879,0.75,-11.3094090973033,1.4730903785675764e-07,0.37500007365451893
1102,0.75,-11.309409097328414,0.0,0.375
52,0.75,-11.309409097328414,0.0,0.375
680,0.75,-11.309409097328414,0.0,0.375
243,0.75,-11.309409097328414,0.0,0.375
521,0.74,-11.30940860001558,0.002917011675890535,0.37145850583794526
291,0.74,-11.309409046237247,0.00029967763111926615,0.37014983881555963
53,0.74,-11.309409090844236,3.803324943874031e-05,0.37001901662471937
220,0.74,-11.309409091025074,3.6972531233914196e-05,0.37001848626561695
55,0.74,-11.3094090970293,1.7544662114232779e-06,0.3700008772331057
1093,0.74,-11.309409097110551,1.2778909876942635e-06,0.37000063894549384
259,0.74,-11.30940909732442,2.342858351767063e-08,0.37000001171429175
15,0.74,-11.30940909732538,1.779699232429266e-08,0.37000000889849616
1113,0.74,-11.309409097326242,1.2747477740049362e-08,0.37000000637373887
297,0.74,-11.309409097326649,1.0360963642597198e-08,0.3700000051804818
261,0.74,-11.309409097328038,2.2118911147117615e-09,0.37000000110594555
1042,0.74,-11.309409097328077,1.979060471057892e-09,0.37000000098953023
45,0.74,-11.309409097328402,7.275957614183426e-11,0.3700000000363798
77,0.74,-11.309409097328412,1.4551915228366852e-11,0.37000000000727595
36,0.74,-11.309409097328414,0.0,0.37
472,0.74,-11.309409097328414,0.0,0.37
171,0.74,-11.309409097328414,0.0,0.37
96,0.74,-11.309409097328414,0.0,0.37
1116,0.74,-11.309409097328414,0.0,0.37
214,0.74,-11.309409097328414,0.0,0.37
847,0.74,-11.309409097328414,0.0,0.37
255,0.74,-11.309409097328414,0.0,0.37
426,0.74,-11.309409097328414,0.0,0.37
287,0.74,-11.309409097328414,0.0,0.37
371,0.74,-11.309409097328414,0.0,0.37
54,0.74,-11.309409097328414,0.0,0.37
95,0.74,-11.309409097328414,0.0,0.37
592,0.74,-11.309409097328414,0.0,0.37
57,0.74,-11.309409097328414,0.0,0.37
1023,0.74,-11.309409097328414,0.0,0.37
44,0.74,-11.309409097328414,0.0,0.37
137,0.74,-11.309409097328414,0.0,0.37
126,0.74,-11.309409097328414,0.0,0.37
564,0.74,-11.309409097328414,0.0,0.37
1107,0.74,-11.309409097328414,0.0,0.37
1070,0.74,-11.309409097328414,0.0,0.37
331,0.74,-11.309409097328414,0.0,0.37
1094,0.74,-11.309409097328414,0.0,0.37
1068,0.74,-11.309409097328414,0.0,0.37
21,0.74,-11.309409097328414,0.0,0.37
33,0.74,-11.309409097328414,0.0,0.37
17,0.74,-11.309409097328414,0.0,0.37
1054,0.74,-11.309409097328414,0.0,0.37
465,0.74,-11.309409097328414,0.0,0.37
282,0.73,-11.309409096926396,2.358050551265478e-06,0.3650011790252756
429,0.73,-11.309409097250915,4.545727279037237e-07,0.36500022728636394
244,0.73,-11.309409097328407,4.3655745685100555e-11,0.36500000002182786
81,0.73,-11.30940909732841,1.4551915228366852e-11,0.36500000000727595
1078,0.73,-11.309409097328414,0.0,0.365
70,0.73,-11.309409097328414,0.0,0.365
361,0.73,-11.309409097328414,0.0,0.365
119,0.73,-11.309409097328414,0.0,0.365
1089,0.73,-11.309409097328414,0.0,0.365
1010,0.73,-11.309409097328414,0.0,0.365
169,0.73,-11.309409097328414,0.0,0.365
318,0.73,-11.309409097328414,0.0,0.365
571,0.73,-11.309409097328414,0.0,0.365
405,0.7,-11.309409097328414,0.0,0.35
639,0.68,-11.309409097328414,0.0,0.34
1013,0.67,-11.309409097327649,4.496541805565357e-09,0.3350000022482709
194,0.67,-11.309409097328414,0.0,0.335
1017,0.67,-11.309409097328414,0.0,0.335
240,0.67,-11.309409097328414,0.0,0.335
217,0.66,-11.309409094021904,1.9394487026147544e-05,0.3300096972435131
166,0.64,-11.309409097328414,0.0,0.32
307,0.64,-11.309409097328414,0.0,0.32
