#4FGL LogParabola unIDs
Beta      Beta_err E_peak[GeV]     det_sig   curv_sig     source_name
 0.6000    0.3626   7.1972e-01       5.0173    3.018       J1912.2+3621
 0.4263    0.1404   3.3620e-01       8.0233    4.973       J1912.5+1320
 0.4396    0.1770   1.5738e+00       9.2088    3.987       J1912.7+4610
 0.4793    0.1032   7.7457e-01       9.9871    7.168       J1912.7+0957
 0.5700    0.2105   1.5914e+00      10.1310    4.939       J1913.4-1526
 0.3508    0.1773   5.9614e-01       5.1740    2.901       J1914.6-1157
 0.2984    0.4336   7.6737e-01       6.6193    3.452       J1914.7+1012
 0.4047    0.0955   5.2132e-01      10.0239    6.783       J1915.3+1149
 0.3123    0.0961   2.6291e+00      18.2624    5.068       J1916.8-3025
 0.3011    0.1671   6.6224e-01       6.6623    2.460       J1917.6-3204
 1.0000       nan   1.3093e+00       6.8102    4.199       J1919.1+2354
 0.5667    0.1528   3.3063e-01       6.0466    4.987       J1919.4+1313
 0.2038    0.0945   7.2243e-01      10.9030    3.060       J1920.0-2622
 0.9598    0.3147   1.3857e+00       5.7890    4.336       J1920.7+1334
 0.4843    0.2626   1.3524e+00       5.6790    2.794       J1921.1+1930
 0.3575    0.1472   5.0834e-01       5.4139    4.018       J1922.4+1453
 0.4004    0.2335   9.3628e-01       5.6412    2.622       J1922.5-5233
 0.3807    0.1269   5.6451e-01       7.6415    5.559       J1922.7+1428
 0.1518    0.0967   5.3187e-01       4.7824    2.180       J1924.3+1601
 0.4854    0.1562   2.3192e+00      12.3878    5.215       J1924.8-1035
 0.3162    0.1205   4.6598e-01       7.0750    4.133       J1925.3+1522
 0.0221    0.0350   5.1208e-03      12.0595    0.713       J1925.4+1616
 0.1571    0.0709   2.8960e-01       8.9027    3.077       J1926.4+1602
 0.3992    0.0985   7.2895e-01      12.0971    6.937       J1929.0+1729
 0.3525    0.0783   6.2250e-01      15.7964    7.269       J1931.1+1656
 0.2751    0.1713   2.8053e-01       5.7527    2.387       J1933.4-2711
 0.9989       nan   7.3261e-01       5.6604    3.128       J1934.2-1446
 0.2658    0.1770   3.1729e-01       4.3162    1.991       J1934.2+1036
 0.0922    0.1238   4.4629e-02       4.3326    0.870       J1935.0-0553
 0.6762    0.4658   1.8269e+00       5.4459    3.252       J1936.6+1921
-0.0112    0.0743   1.0159e+06       4.1874    0.145       J1937.1-0444
 0.4403    0.2661   5.1127e-01       4.2907    2.520       J1939.7-1242
 0.2626    0.1091   7.0753e-01      10.6750    3.382       J1940.2-2511
 0.3609    0.1894   9.8359e-01       5.6405    2.468       J1943.9+2841
 0.4558    0.2265   3.4794e+00       9.5779    3.619       J1944.8+4301
 0.2963    0.1467   1.1426e+00       6.7368    2.875       J1946.5-1527
 0.5787    0.2712   3.0951e+00       6.8010    3.802       J1947.0+0031
 0.4918    0.4070   3.1289e+00       4.5268    2.100       J1947.1+1729
 0.2197    0.0978   5.9159e-01       8.8729    2.906       J1947.6-1121
 0.1796    0.1758   3.9497e-01       4.5860    1.335       J1948.0-2845
 0.7645    0.2084   2.0603e+00       7.2387    4.408       J1948.9+3414
 0.3048    0.1127   8.1665e-01       9.2697    3.807       J1949.2-1453
 0.2857    0.1387   4.1286e-01       6.3494    3.186       J1950.6+2416
 0.6109    0.2476   8.8588e-01       7.1795    4.645       J1951.0+2523
 0.2124    0.2217   5.4254e-01       5.7393    1.404       J1951.3-8015
 0.3722    0.0969   6.5303e-01       7.8631    3.803       J1951.6+2621
 0.1012    0.0975   2.6716e-01      10.7896    1.456       J1953.5+3841
 0.8389    0.3628   1.6029e+00       5.0806    3.510       J1954.5+2420
 0.3640    0.1738   3.5820e-01       5.4401    3.433       J1954.8+2543
-0.0717    0.0459   3.8617e+01       5.9511    1.227       J1955.3-5032
 1.0000       nan   2.2364e+00       6.9135    3.977       J1956.6-7011
 0.1575    0.1560   1.1152e+00       4.5172    1.144       J1957.6+1230
 0.9993       nan   1.0581e+01       6.1677    3.240       J1959.3-6121
 0.3357    0.2036   7.6062e-01       4.3787    2.605       J1959.9+1833
 0.6140    1.1210   3.8487e-01       4.3737    1.387       J2001.5-0958
-0.0482    0.0399   9.2963e+01       5.8920    1.070       J2005.8+3357
 0.2163    0.2804   5.8718e+01       4.1131    1.094       J2006.0-6538
-0.0056    0.0791   4.8685e+07       4.5642    0.062       J2006.4-0354
 0.2572    0.1436   2.0303e+00       8.1188    2.526       J2007.2-3157
 0.3266    0.1907   1.4471e+00       8.6566    3.892       J2007.9+2511
 0.9992    0.0456   7.8607e+00       5.3194    1.738       J2008.4+1619
 0.6124    0.2488   2.5478e+00       7.2854    4.026       J2009.9-2116
-0.1222    0.0334   5.3501e+00       6.1349    2.267       J2012.1-5234
 0.3764    0.2833   1.2881e+01       4.1984    1.780       J2013.9-8717
 1.0000       nan   7.0039e+00       6.4564    3.708       J2017.3+3525
 0.1148    0.1204   9.9852e-01       4.0994    1.133       J2019.6+0616
 0.9998    0.0644   4.8193e+01       4.2923    2.813       J2021.9+3609
 0.1791    0.1260   1.7158e-01       7.0677    1.763       J2023.3-1947
 0.6895    0.2693   2.1971e+00       4.6501    2.921       J2026.0+4718
 0.5713    0.2298   3.3242e+00       9.3406    4.127       J2026.3+1431
 0.6987    0.1519   9.2645e-01      16.1889    7.868       J2027.0+2811
 0.6469    0.5006   1.0153e+00       4.5958    1.463       J2029.4+1013
 1.0000       nan   9.1905e-01       9.8799    5.702       J2029.5-4237
 0.0450    0.0847   3.7240e+02       6.4346    0.566       J2030.3-5038
 0.9646    0.3010   1.0154e+01       5.3467    2.464       J2030.5+2235
 0.7886    0.1311   2.6886e+00      23.2980   10.871       J2035.0+3632
-0.0332    0.0730   8.9506e+04       4.9752    0.411       J2035.3+0557
 0.3461    0.2734   1.3200e+00       5.5892    2.224       J2036.2-0207
 0.1688    0.1845   1.8555e-01       4.3935    1.325       J2036.3+5642
 0.1534    0.0994   1.4587e-01      10.3725    2.038       J2037.0-2826
 0.3819    0.0830   3.9474e-01      16.3195    7.468       J2038.4+4212
 0.4005    0.1485   1.0247e+00      12.5249    4.180       J2039.4-3616
 0.2562    0.0408   1.2832e+00      41.8061    8.962       J2039.5-5617
 0.1214    0.1573   3.1635e-02       4.4543    0.966       J2040.1-3137
 0.1013    0.1108   9.6642e-02       4.4024    1.063       J2040.4+0312
 0.0609    0.0771   4.4289e-01       7.5352    0.877       J2041.1-6138
 0.3085    0.0535   9.4940e-01      27.9197    8.101       J2041.1+4736
-0.0226    0.0762   5.3269e+01       4.3178    0.260       J2042.1-5320
 0.0634    0.0792   7.1148e-01       6.1510    0.893       J2042.7+1519
 0.3584    0.2130   1.1633e+00       4.6658    2.751       J2043.9+2051
 0.7190    0.1757   1.8871e+00      16.2465    6.787       J2043.9-4802
 0.0108    0.0737   1.6044e-02       4.5670    0.147       J2045.6+2455
 0.7383    0.2546   2.1595e+00      11.3356    5.059       J2045.9-6835
 0.2767    0.1444   7.4391e-01       9.8210    2.665       J2046.1-1626
 0.1137    0.1275   5.4797e+00       5.6650    1.078       J2046.9-5409
 0.9344    0.2579   2.8976e-01       5.4449    3.991       J2047.5+4356
 0.0373    0.1424   1.7648e-03       4.4642    0.225       J2048.4-2517
 0.0904    0.1353   1.8054e-01       5.8435    0.906       J2050.0+4114
 0.3462    0.2440   1.3713e+00       4.3628    2.409       J2050.4-3015
 0.0325    0.0780   6.9857e-02       4.4584    0.426       J2052.1+5539
 0.5131    0.2130   6.0182e-01       8.7481    4.666       J2052.3+4437
 0.1303    0.1011   1.0982e-01       5.4779    1.553       J2052.8+5739
 0.1104    0.0873   1.3557e-01       7.2957    1.466       J2054.1-4054
 0.3464    0.1087   9.5116e-01      11.9881    4.472       J2054.2+6904
 0.1637    0.0956   3.7164e-01       9.2199    2.187       J2056.4-5922
 0.6348    0.3159   2.0032e+00       5.8858    3.437       J2058.0+3338
 0.0917    0.1907   2.9505e+03       4.7826    0.593       J2058.5-1833
 0.4519    0.2412   5.1000e-01       5.5924    1.827       J2100.0+1445
 0.0578    0.0820   8.2079e-02       6.9915    0.744       J2100.0-4356
 0.1995    0.1864   3.3590e-01       4.2913    1.663       J2101.8+5044
 0.7370    0.2984   1.3682e+00       6.5809    3.830       J2104.0+4623
-0.0488    0.0337   1.9231e+01       8.6712    1.248       J2104.4+2116
 0.0905    0.0868   9.7136e-01       8.0779    1.271       J2105.9+7508
 0.1245    0.1344   2.2130e-01       4.1301    1.079       J2107.7+3529
 0.2231    0.0650   2.8449e-01      13.7746    3.865       J2108.0+5155
 0.3470    0.1304   3.1769e+01       9.5904    3.262       J2109.6+3954
 0.4224    0.0451   2.1442e+00      50.3083   14.871       J2112.5-3043
 0.1768    0.0871   5.1287e-01      10.4693    2.553       J2114.3+5023
-0.0335    0.0472   1.0780e+02       7.1942    0.618       J2114.9-3326
 0.9986       nan   9.6803e-01      11.5658    6.523       J2116.2+3701
 0.2801    0.1362   9.3231e-01      10.2526    3.003       J2117.0+1344
 0.1104    0.0933   2.9578e+00       8.9042    1.514       J2117.1-5307
 0.1188    0.0897   3.3765e-01      10.7940    1.706       J2117.9+3729
 0.2370    0.2172   3.1346e+01       4.0873    1.449       J2118.3+4055
 0.1455    0.1063   1.3913e-01       5.0974    1.815       J2120.0+5257
 0.9998       nan   4.9647e+00       5.3115    3.828       J2121.8-3412
 0.1129    0.1303   1.2079e+01       5.2113    0.987       J2125.6+0458
 0.1110    0.0584   3.4635e-01      14.5111    2.881       2129.9+5833e
 0.9985       nan   8.8519e-01       5.1756    3.681       J2130.8+2649
 0.5041    0.3230   7.1992e-01       4.6202    2.389       J2131.4-1124
 0.5900    0.1290   1.2646e+00      20.9141    7.038       J2133.1-6432
 0.1263    0.1368   1.0324e-01       5.2419    1.065       J2141.4+0733
-0.0626    0.0530   6.0008e+00       6.7286    0.983       J2142.5-2029
 0.1029    0.0891   1.3346e-01       6.6792    1.455       J2143.4+6608
 0.9995       nan   3.8501e+00       5.6625    3.549       J2144.2+7709
 0.4349    0.3754   4.1049e+00       6.0223    1.831       J2151.2-4034
 0.0362    0.0760   3.2292e-04       8.6700    0.508       J2152.0+4718
 0.0575    0.0795   1.9024e+02      10.7288    0.805       J2159.6-4620
 0.6162    0.2349   2.0623e+00      12.1375    3.733       J2201.0-6928
 0.0752    0.1329   1.6012e-03       4.2887    0.677       J2205.8-8254
 0.0056    0.0917   1.2578e+06       4.7786    0.063       J2207.1+2222
 0.1792    0.0392   5.7895e-01      21.8474    6.611       2208.4+6443e
 0.2869    0.1551   9.7764e-02       6.7656    2.576       J2209.2+3710
 0.0993    0.1625   2.1614e-01       4.5404    0.751       J2210.2+1624
 0.5175    0.1296   1.2427e+00      14.0851    6.491       J2212.4+0708
 0.4800    0.1849   1.5520e+00       9.3641    3.755       J2218.8+4736
 0.6770    0.2251   2.5378e+00      12.9877    4.555       J2219.7-6837
 0.3251    0.0864   4.2591e-01      12.8926    5.164       J2220.8+6319
 0.6097    0.4146   9.0674e+00       4.3354    1.866       J2222.9+1507
 0.0759    0.1037   6.4558e+00       6.0214    0.806       J2225.8-0804
 0.8673    0.2943   5.1022e-01       6.2390    3.036       J2227.1+6455
 0.2343    0.1219   2.8340e-01       6.4436    2.922       J2233.3+6530
 0.0742    0.0758   2.4156e+00      10.1648    1.115       J2234.2-4156
 0.6128    0.5459   9.1064e+00       4.3295    1.862       J2236.9+1839
 0.0752    0.1173   6.7305e+00       7.5460    0.666       J2237.2-6726
 0.4355    0.3007   1.0937e-01       5.2397    1.943       J2237.6-5126
-0.0402    0.0290   1.3158e+01      10.3158    1.110       J2240.3-5241
 0.9946       nan   8.9047e-01       5.1727    4.035       J2241.2+4303
 0.5491    0.2122   1.8004e+00       9.8981    3.910       J2241.4-8327
-0.0401    0.0692   1.4966e+03       5.6893    0.532       J2247.7-5857
 0.2837    0.7047   1.5787e-01       5.8911    2.778       J2249.4+6222
 0.0604    0.1256   4.1272e-01       5.4748    0.555       J2249.9+0452
 0.7733    0.2299   1.0329e+00      13.5000    6.420       J2250.5+3305
 0.5693    0.3534   1.2113e+01       4.4326    1.939       J2250.6+5809
 0.0817    0.1460   5.2716e-02       5.6368    0.650       J2255.4-3252
 0.1776    0.1508   1.7617e+01       5.4213    1.629       J2303.9+5554
 0.1169    0.0437   4.7771e+01      10.4479    3.542       2304.0+5406e
 0.3672    0.3649   2.7037e+00       4.5918    1.315       J2311.6-4427
 0.3359    0.1904   2.8678e-01       5.4389    2.606       J2312.4+8253
-0.0770    0.0722   2.9005e+01       4.6319    0.785       J2316.7-3144
-0.0772    0.0601   2.5108e+01       5.3103    1.024       J2316.8-2518
-0.0299    0.0409   3.1723e+00       9.6641    0.650       J2317.7+2839
 0.3047    0.1561   6.1673e-01       6.8058    3.210       J2317.8+6140
 0.1857    0.4919   2.0633e+01       5.0246    0.900       J2320.2+0707
 0.2289    0.1903   4.4638e+00       5.8057    1.360       J2321.9-4842
 0.0142    0.0980   2.3549e-06       4.2952    0.146       J2323.1+2040
 0.6059    0.4395   2.8064e+00       5.1549    2.194       J2323.9+2519
 0.1825    0.1490   2.9103e-02       5.8517    1.529       J2324.6+3115
 0.2053    0.1851   8.5812e-02       4.0953    1.381       J2326.5+8555
-0.0501    0.0651   1.2778e+03       5.0058    0.621       J2326.9-4130
 0.0221    0.1082   6.6380e-09       4.3689    0.175       J2330.5-2445
 0.0542    0.1315   8.8902e+00       4.3784    0.428       J2331.6+4430
 0.3280    0.1013   1.2945e+00      19.3826    4.466       J2333.1-5527
 0.5468    0.3672   2.0184e+00       4.4527    1.909       J2336.2-0715
 0.0024    0.0954   5.9075e+00       5.5888    0.000       J2336.9-8427
 0.5755    0.4391   2.7143e+00       4.1659    1.841       J2337.7-2903
-0.0130    0.0626   1.6508e+02       6.3641    0.191       J2339.4+3008
 0.2747    0.1225   8.6166e-01       9.5446    2.948       J2342.4-4739
 0.9777       nan   5.2026e+00       8.4737    3.128       J2343.0-4756
 0.0163    0.0369   9.9180e-08      20.8201    0.457       J2347.9-5106
 0.1718    0.2002   6.0244e-01       4.5013    1.049       J2351.4-2818
-0.0445    0.0447   1.1232e+03       8.5764    0.884       J2353.2+3135
 0.0604    0.0957   2.7260e-03       4.8604    0.785       J2353.5+6646
 0.4291    0.1928   1.0719e+00       9.3059    3.069       J2355.2-5247
 0.1704    0.0801   2.4830e-01      14.5845    2.725       J2355.5-6614
 0.0633    0.0943   2.3573e-02       5.1143    0.761       J2357.8+6839
 0.6137    0.3765   7.5451e-01       5.3262    2.592       J2359.3+1444
