#4FGL LogParabola blazars (bll+BLL)
Beta      Beta_err E_peak[GeV]     det_sig   curv_sig     source_name
 0.0788    0.0791   7.8128e+01       9.3298    1.108       J1434.8+6640
 0.1967    0.1249   2.8074e+00      11.0934    2.082       J1435.5+2021
 0.0021    0.0252   1.3608e+13      25.7799    0.083       J1436.9+5638
 0.0205    0.0382   1.5260e+01      19.2677    0.552       J1439.3+3932
 0.0138    0.0313   9.8369e-06      20.9097    0.462       J1439.7+4958
 0.0267    0.0373   7.5181e-02      14.2139    0.748       J1440.0-1530
 0.0735    0.0514   4.8116e+01      18.3179    1.603       J1440.6-3846
 0.0243    0.0584   4.0423e-01      15.2853    0.396       J1440.9+0609
 0.1247    0.0742   4.2169e+00      13.0501    1.974       J1442.0+4348
 0.0686    0.0716   2.7890e+00       8.9768    1.042       J1442.6-4623
 0.1105    0.0529   1.6266e+01      17.6229    2.434       J1442.7+1200
 0.1292    0.1546   3.5236e+01       4.5090    0.952       J1443.6+2515
 0.0551    0.0122   2.4633e+01      65.2161    4.844       J1443.9-3908
 0.0505    0.0431   4.5023e+01      17.7219    1.287       J1445.0-0326
-0.0131    0.0466   2.1814e+08      10.8166    0.266       J1445.9-1626
 0.1207    0.0252   1.1005e+01      43.7150    5.854       J1448.0+3608
 0.1235    0.0609   1.2484e+00      20.2195    2.528       J1450.8+5201
-0.0198    0.0438   6.0042e-02      11.1025    0.412       J1451.4+6355
 0.0589    0.0132   2.0464e+00      66.2192    5.161       J1454.4+5124
 0.4528    0.3038   2.4702e+00       6.4205    2.219       J1454.7+5237
-0.0407    0.0624   1.2365e+01       4.6479    0.572       J1456.0+5051
 0.1094    0.0774   1.2668e+00      11.0302    1.617       J1458.6+3722
 0.0786    0.0809   1.2506e-01      10.0232    1.163       J1500.7+4752
 0.5314    0.2374   2.6579e+00       7.9803    3.492       J1500.9+5528
 0.0571    0.0267   4.2504e+00      29.9180    2.370       J1501.0+2238
-0.0460    0.0720   7.2808e+00       5.1207    0.522       J1503.3+1651
 0.0194    0.0387   2.8876e-02      17.2117    0.517       J1503.5+4759
 0.0898    0.0357   1.9534e+01      23.4545    2.851       J1503.7-1540
 0.1118    0.0718   7.8663e-01      10.4317    1.810       J1505.0-3433
 0.1803    0.2473   4.4099e+01       4.4008    0.864       J1506.4-0540
 0.0002    0.1029  1.3982e-141       4.7278    0.078       J1506.4+4331
 0.1193    0.0376   2.0196e+01      26.5753    3.619       J1506.6+0813
 0.2661    0.1017   1.0452e+01      13.2218    3.499       J1507.2+1721
-0.0469    0.0422   5.6000e+00       9.3790    0.914       J1508.8+2708
 0.1528    0.0712   1.0944e+01      17.4038    2.677       J1509.7+5556
 0.0834    0.0751   1.0181e+01      16.5404    1.328       J1511.8-0513
 0.1023    0.0591   7.4810e+00      14.8225    2.027       J1512.1-2255
 0.2389    0.3222   8.7992e-01       6.5649    1.097       J1516.1+4351
-0.0909    0.0416   3.0020e+01       6.9549    1.620       J1516.8+2918
 0.2444    0.7219   1.4072e+00       7.8896    1.393       J1516.8+3651
 0.0008    0.0657  3.5048e-143       7.4684    0.019       J1516.9+1934
 0.0284    0.0090   2.0730e-01      83.5313    3.324       J1517.7-2422
 0.0487    0.0245   3.5275e+01      32.4322    2.178       J1517.7+6525
-0.0013    0.0206   1.4916e+10      27.4497    0.058       J1518.0-2731
 0.0879    0.0702   8.5082e+00      10.2008    1.424       J1518.6+4044
 0.0849    0.0992   4.5687e-01       9.8875    0.981       J1520.4+5546
 0.2065    0.0531   1.0910e+01      24.5193    5.125       J1520.8-0348
 0.1518    0.0302   9.9607e-01      37.3679    6.311       J1522.6-2730
 0.0392    0.0791   1.0594e+01       6.3754    0.523       J1523.2+0533
 0.2579    0.2119   6.9402e+00       5.9354    1.737       J1529.2+3812
 0.0889    0.0723   2.4840e+00      10.5645    1.359       J1530.9+5736
 0.0098    0.0779   1.9748e+00       6.1414    0.118       J1531.7+4710
 0.0778    0.0624   6.8414e+00      14.8540    1.391       J1532.0+3016
-0.0251    0.0410   3.3241e-01      11.7869    0.537       J1533.2+1855
 0.0660    0.0651   1.0365e+01      14.9843    1.051       J1533.2+3416
 0.0233    0.0818   2.1506e+00      10.1032    0.261       J1534.8+3716
 0.0768    0.1099   4.4056e+01       9.8071    0.572       J1535.0+5320
 0.1259    0.1041   6.9810e-01       7.9118    1.422       J1535.4+3919
 0.0794    0.0731   6.1283e-01       7.0696    1.243       J1536.8-3155
 0.0214    0.0531   1.7238e+02      11.2436    0.401       J1539.7-1127
 0.3550    0.1722   8.0450e-01       7.3774    2.996       J1539.9+4220
 0.0898    0.0348   2.5904e+01      25.5022    2.903       J1540.1+8155
-0.0323    0.0418   3.6593e+01      10.3394    0.675       J1540.7+1449
 0.0607    0.0086   2.0183e+00     113.0746    7.977       J1543.0+6130
 0.0870    0.0414   8.9846e+00      19.4454    2.439       J1546.0+0819
 0.1166    0.1299   7.0874e-01       4.7069    0.988       J1546.5+1816
 0.0290    0.0557   1.2071e+01       8.1804    0.543       J1547.3-2802
 0.1051    0.0282   1.8561e+00      35.8590    4.427       J1548.3+1456
 0.0372    0.0261   1.1993e+02      25.2891    1.457       J1548.8-2250
-0.0278    0.0635   1.2977e+00       5.1375    0.395       J1549.6+1710
 0.1384    0.0883   2.4408e+00       9.5343    2.049       J1552.0+0850
 0.1300    0.0355   5.2599e+00      26.1736    4.472       J1553.5-3118
 0.3969    0.1795   1.4099e+00       6.5771    2.912       J1554.9+2143
 0.0705    0.0060   4.9541e+01     155.3691   13.402       J1555.7+1111
 0.0689    0.0465   1.4304e+00      16.6607    1.714       J1557.5-7040
 0.0577    0.0306   1.0407e+00      32.8505    2.061       J1558.8+5625
 0.0226    0.0210   5.0922e+00      30.9187    1.102       J1558.9-6432
 0.0233    0.0474   1.2815e-02      12.8586    0.503       J1559.9+2319
 0.0003    0.1187  2.3783e-113       6.5178    0.058       J1602.2+3051
 0.0300    0.0741   1.5736e-01       7.4311    0.437       J1603.8+1104
 0.1590    0.0999   9.3683e+00      10.7237    1.927       J1603.8+5009
 0.0515    0.0204   7.2096e+00      42.6956    2.588       J1603.8-4903
 0.0787    0.0317   1.2165e-01      21.9288    2.848       J1604.5-4441
 0.3020    0.1968   5.4875e+00       6.7427    2.089       J1605.5+5423
 0.0947    0.1132   4.3281e+01       8.4379    0.923       J1606.3+5629
 0.1105    0.0223   3.9435e-01      46.9920    5.786       J1607.0+1550
 0.1150    0.0174   2.0336e+01      55.1799    7.575       J1610.7-6648
 0.1717    0.1741   9.7940e-01       5.9839    1.234       J1616.7+3327
 0.1797    0.1416   6.9594e-01       7.4397    1.459       J1616.7+4107
 0.1266    0.1449   8.4270e-01       5.1018    1.067       J1619.0-8346
 0.0097    0.0561   7.4563e-06       9.1970    0.184       J1624.6+5651
 0.2353    0.1327   1.4710e+01       8.1422    2.250       J1626.3+3514
 0.0060    0.0493   9.2225e-04      12.0343    0.125       J1626.6-7639
 0.3366    0.2217   9.7022e+00       7.5532    1.700       J1627.3+3148
 0.0915    0.0322   2.0051e+00      31.3469    3.186       J1628.6+7706
 0.0696    0.0269   2.0031e+00      34.4959    2.938       J1630.7+5221
 0.1156    0.0855   7.9648e-01      10.0863    1.622       J1636.7+2627
 0.0693    0.1069   3.4599e-01       4.9425    0.707       J1637.1+1316
 0.0011    0.0954   3.0295e+25       5.2926    0.050       J1637.6+4548
 0.1512    0.1461   8.7867e+00       5.8252    1.091       J1637.7+7326
 0.1021    0.0362   1.1438e+01      24.2852    3.241       J1637.8-3449
 0.1370    0.0736   6.0806e-01      15.6394    2.626       J1641.9-0621
 0.0134    0.0760   1.0304e-01       4.9733    0.193       J1642.4+2211
-0.0167    0.0653   1.4002e+06       7.4235    0.250       J1643.0+3223
 0.0021    0.0587   4.2336e-11       8.0052    0.025       J1643.5-0646
 0.0205    0.0804   1.5428e+02       7.0638    0.281       J1644.2+4546
-0.0420    0.0587   1.9077e+02       6.4898    0.642       J1647.5+2911
 0.0165    0.0205   6.2504e-06      37.1897    0.844       J1647.5+4950
 0.0414    0.0232   7.7289e-01      32.9414    1.899       J1649.4+5235
-0.0578    0.0295   4.8272e+00      13.4354    1.581       J1651.6+7219
 0.1093    0.1049   1.5341e+01       7.7567    1.227       J1652.7+4024
 0.0184    0.0047   4.0656e+03     153.5455    4.046       J1653.8+3945
 0.0876    0.0429   8.0617e+00      16.7245    2.376       J1656.9-2010
 0.1216    0.1229   1.6676e+00       7.7362    1.206       J1658.4+6150
 0.3115    0.1732   1.4385e+00       9.0079    2.513       J1701.3+3956
 0.1207    0.1082   2.0025e+00       8.2935    1.417       J1702.2+2642
 0.0756    0.0596   2.2883e+01      14.1049    1.400       J1702.6+3114
-0.0497    0.0386   1.7568e+02      10.7501    1.095       J1704.2+1234
-0.0338    0.0229   6.0437e+00      17.9489    1.304       J1704.5-0527
 0.0132    0.0800   4.8445e-08       7.2319    0.165       J1705.0+7134
 0.4838    0.2134   2.1375e+00       7.3857    3.730       J1707.1-1931
 0.0416    0.0591   3.3057e+01      11.0081    0.760       J1712.7+2932
-0.0212    0.0553   1.1409e+02       7.0253    0.351       J1717.5-8114
 0.1351    0.0407   2.6130e-01      21.3582    4.112       J1717.5-3342
 0.1009    0.0209   1.8295e+00      49.4395    5.711       J1719.2+1745
 0.0563    0.0149   1.9354e+01      57.9790    4.112       J1725.0+1152
 0.0128    0.0327   1.5070e-04      19.9697    0.393       J1725.5+5851
 0.0119    0.0142   5.9583e+04      50.9726    0.857       J1728.3+5013
 0.1356    0.0769   2.8293e+00      14.9959    2.158       J1730.8+3715
 0.2108    0.0722   1.6590e+00      14.7988    3.855       J1731.6-3002
 0.2297    0.1668   6.7808e-02       5.7148    1.646       J1733.4+5428
 0.1417    0.0591   7.6214e+00      16.1119    2.918       J1736.0+2033
 0.1339    0.0826   1.7141e+00      10.1838    1.945       J1740.6+5346
 0.0259    0.1028   8.8253e-03       4.6179    0.248       J1741.1+7226
-0.0057    0.0354   1.1471e+07      15.9948    0.152       J1742.5+5944
 0.0761    0.0382   6.9266e+00      21.0308    2.327       J1744.0+1935
 0.0360    0.0539   4.5351e+00      11.2230    0.693       J1744.6-5713
 0.0105    0.0240   2.1797e-01      20.9980    0.449       J1745.4-0753
-0.0662    0.0483   1.3057e+01       6.3448    1.087       J1745.6+3950
 0.0224    0.0925   2.8466e+01       5.4646    0.250       J1747.2+4937
 0.2451    0.2502   5.9403e-01       5.7123    1.690       J1747.9+4704
 0.0480    0.0097   1.6059e+00      94.8480    5.388       J1748.6+7005
 0.0408    0.0247   1.1677e+00      30.1340    1.753       J1749.0+4321
 0.0952    0.0156   3.6397e-01      64.0127    7.181       J1751.5+0938
 0.1193    0.0204   4.6924e+00      56.0714    7.131       J1754.2+3212
 0.0659    0.0561   7.6576e-02      11.4228    1.334       J1754.5-6425
 0.0529    0.0402   2.9798e+01      18.0540    1.375       J1756.3+5522
 0.1325    0.1215   3.1044e+01       7.1188    1.220       J1757.0+7032
 0.0672    0.1609   2.6709e+00       5.3516    0.467       J1800.1+7037
 0.0383    0.0083   8.5730e-02     110.1893    4.976       J1800.6+7828
 0.0514    0.0124   8.1794e-02      74.5690    4.578       J1806.8+6949
-0.0427    0.0447   6.9617e+00      10.0264    0.820       J1807.2+6429
 0.0459    0.1350   6.6387e+01       5.9872    0.360       J1807.9+4650
-0.0223    0.0424   2.3301e+01      10.8965    0.465       J1809.3+2042
 0.0967    0.0343   6.2635e+00      25.7264    3.199       J1809.7+2910
 0.1756    0.1080   2.0681e+00       9.1073    2.102       J1811.0+1608
 0.0994    0.0389   1.0581e+01      21.6829    3.041       J1811.3+0340
 0.0576    0.0367   7.7174e-01      17.3632    1.814       J1813.5+3144
 0.1362    0.0484   2.6026e+00      20.8051    3.481       J1813.6+0614
-0.0089    0.0574   1.8826e+05       8.2769    0.141       J1819.1+2133
 0.1812    0.1271   1.9552e+01      10.8718    1.656       J1820.3+3624
 0.2402    0.0702   1.8156e+00      19.5614    4.270       J1823.5+6858
 0.0696    0.0191   6.4991e-02      49.7303    4.032       J1824.1+5651
 0.0955    0.0501   1.1428e+01      18.8535    2.247       J1829.3+5402
 0.0582    0.0592   4.2781e+00      11.2311    1.044       J1830.0+1324
 0.0805    0.0392   2.0197e+00      22.0952    2.277       J1832.6-5658
 0.1531    0.1176   2.8171e+00       6.7269    1.522       J1835.5+1349
 0.0473    0.0561   5.2405e-02       9.6121    0.925       J1836.4+3137
 0.0303    0.0143   5.2235e+01      52.8075    2.228       J1838.8+4802
 0.1344    0.0782   3.3962e+01      12.2780    2.164       J1841.3+2909
 0.1607    0.0688   7.8018e+00      17.1939    2.945       J1841.8+3218
 0.1035    0.0307   3.0760e+00      28.9046    3.939       J1844.4+1547
 0.0906    0.0586   6.4427e-01      15.4289    1.775       J1844.9+5709
 0.1733    0.1428   2.4110e+01       6.6026    1.380       J1848.5+6537
 0.0185    0.0480   2.8452e+00       9.3362    0.412       J1848.9+4247
 0.1670    0.0884   6.9421e-01      10.9809    2.459       J1849.4+2745
 0.1740    0.0493   8.0761e-01      22.2098    4.669       J1849.4-4313
 0.0786    0.0879   4.8354e+01       6.9289    0.979       J1850.5+2631
 0.1959    0.2133   4.2528e+00       4.1615    1.192       J1853.8+6714
 0.2510    0.2308   7.0017e+00       5.6734    1.274       J1854.6-6007
 0.0831    0.0121   3.7630e+00      81.0352    7.959       J1903.2+5540
 0.0484    0.0462   2.3217e+01      14.8830    1.127       J1904.1+3627
 0.0459    0.0464   2.8522e+01      14.6117    1.028       J1911.4-1908
 0.0937    0.0761   4.9435e+00      10.6861    1.502       J1913.9+4439
 0.0200    0.0125   1.4174e+01      57.2375    1.633       J1917.7-1921
 0.1139    0.0205   4.1583e+00      52.7939    6.942       J1918.2-4111
 0.0705    0.0346   2.9342e+00      21.5956    2.281       J1921.3-1231
 0.0716    0.0362   2.7784e+01      20.1666    2.181       J1921.8-1607
 0.0395    0.0495   5.9143e-02       9.8582    0.848       J1925.1-1019
 0.0827    0.1302   7.2931e+01       4.0843    0.734       J1925.8-2220
 0.1156    0.0309   7.7148e+00      33.6541    4.301       J1926.8+6154
 0.0929    0.0347   1.3855e+00      25.9182    3.103       J1927.5+6117
 0.0976    0.0253   1.5941e+01      43.4493    4.531       J1931.1+0937
 0.0465    0.0336   5.5697e+01      21.5851    1.432       J1933.3+0726
 0.0319    0.0311   3.0340e+02      21.6901    1.052       J1936.9-4720
 0.0248    0.0155   8.3408e+01      44.0486    1.627       J1942.7+1033
 0.0372    0.1033   9.3440e-03       4.7916    0.392       J1942.8-3512
 0.0052    0.0392   1.1954e-09      12.9288    0.116       J1946.0-3112
 0.0238    0.0441   1.0817e+01      15.2793    0.525       J1949.5+0906
 0.0724    0.0329   6.3941e-02      23.0899    2.483       J1954.6-1122
 0.0043    0.0292   8.9547e-04      16.0457    0.156       J1955.1-1604
 0.0709    0.0633   1.5512e+01       8.4281    1.257       J1955.7+0214
 0.3205    0.2179   2.6669e+00       4.2086    2.478       J1956.1+0234
 0.0563    0.0349   4.1299e+01      20.6367    1.722       J1958.3-3010
 0.1516    0.0363   1.1451e+01      31.5179    5.455       J1959.7-4725
 0.0340    0.0065   6.8156e+01     121.3352    5.559       J2000.0+6508
 0.0965    0.0160   5.6061e+00      59.2753    6.599       J2001.2+4353
 0.0654    0.0539   1.1189e+00      13.3552    1.400       J2001.7+7040
 0.2064    0.0752   1.2097e+01      16.7751    3.668       J2005.1+7003
 0.0645    0.0165   2.7031e-01      55.3404    4.421       J2005.5+7752
 0.0295    0.0125   8.0304e+01      58.4831    2.475       J2009.4-4849
 0.1517    0.0308   6.1804e-01      35.3318    5.956       J2010.0+7229
 0.1386    0.0257   2.6211e+00      41.9278    6.394       J2012.0+4629
 0.3738    0.1031   2.5986e-01      13.4511    5.448       J2012.2-1646
 0.0224    0.0438   2.0838e+01      12.4122    0.519       J2014.3-0047
 0.0125    0.0480   1.8724e+02      12.3452    0.262       J2014.5+0648
 0.1058    0.0340   5.0747e-01      25.4966    3.707       J2015.2-0137
-0.0011    0.0723   9.6196e+43       4.5417    0.060       J2015.3-1432
 0.0504    0.0283   4.6144e+00      27.1713    1.937       J2016.3-0903
 0.2314    0.2055   3.4989e+00       4.5475    1.618       J2017.5-3753
 0.1576    0.0835   3.5003e+00      11.2072    2.405       J2021.9+0629
 0.1043    0.0452   1.1436e+00      19.6488    2.704       J2022.3-4513
 0.0340    0.0236   3.3892e-02      30.2239    1.501       J2022.5+7612
 0.0835    0.0640   5.5806e+00      14.9127    1.464       J2024.4-0847
 0.2954    0.0686   7.3288e-01      19.8691    5.790       J2029.5+4925
 0.1573    0.0520   9.9701e+00      20.7162    3.730       J2030.9+1935
 0.1391    0.0954   4.9116e-01      11.1200    1.798       J2032.0+1219
 0.1391    0.0547   2.6216e+00      17.7831    3.097       J2036.4+6553
 0.2595    0.2030   3.8758e+01      10.1183    1.332       J2036.9-3329
 0.0914    0.0231   1.2345e+00      42.6844    4.617       J2039.0-1046
 0.0539    0.0584   2.8212e+01      11.4816    0.980       J2039.5+5218
 0.0430    0.0443   1.7657e+02      18.5057    0.998       J2040.2-7115
-0.0469    0.0413   5.8769e+00       8.8792    0.933       J2041.9-3735
 0.0235    0.0403   4.0792e+02      13.9277    0.596       J2042.1+2427
 0.0380    0.0529   1.3846e-01      11.3241    0.778       J2048.6-6804
-0.0479    0.0882   1.1868e-01       4.1897    0.514       J2049.7-0036
 0.0190    0.0318   6.5179e-03      18.6794    0.646       J2050.0+0408
 0.9995    0.0512   3.4184e+01       4.3340    2.597       J2052.5+0810
 0.2343    0.0639   1.3879e+01      19.3818    5.077       J2053.8+2922
-0.0078    0.0557   3.1317e-02       8.5550    0.130       J2054.8+0015
 0.0698    0.0744   2.0635e+01      10.0550    1.120       J2055.4-0020
 0.0714    0.1442   1.1360e-02       4.5385    0.611       J2056.7-3209
 0.1036    0.0237   2.1227e+00      41.8028    5.167       J2103.8-6233
 0.1862    0.1202   2.6221e+01       9.2160    1.920       J2104.3-0212
 0.1881    0.0959   5.0831e+00       9.6816    2.458       J2108.0+3655
-0.0230    0.0417   2.8320e+01      11.1664    0.514       J2108.7-0250
 0.0137    0.0302   1.3008e-01      21.9426    0.459       J2108.9-6638
 0.0683    0.1019   1.1202e+00       7.3864    0.805       J2109.6+0440
 0.0759    0.0612   1.1973e+01      15.2333    1.424       J2112.7+0819
 0.0578    0.0783   4.0612e-01       9.5560    0.830       J2115.9-0113
 0.1022    0.0171   6.0434e+00      55.8843    6.862       J2116.2+3339
-0.0056    0.0560   9.6330e+03       7.9165    0.086       J2117.8-3243
 0.1370    0.0391   5.4195e+00      25.8464    4.170       J2127.7+3612
 0.2715    0.2382   2.4731e+00       5.2818    1.516       J2130.2-7320
 0.1400    0.0387   1.0890e+01      25.4757    4.371       J2131.0-2746
-0.0183    0.0266   2.1510e+00      18.6232    0.655       J2131.5-0916
 0.1126    0.0798   1.0755e+01      10.8021    1.590       J2131.7-2515
 0.1004    0.1076   4.2366e+00       7.0731    1.092       J2133.1+2529
 0.0965    0.0447   2.7453e+00      19.3589    2.641       J2133.9+6646
 0.0253    0.0276   3.7759e-03      26.6342    0.952       J2134.2-0154
 0.0619    0.0372   2.4748e+00      23.7380    1.851       J2134.5-2130
 0.3499    0.2383   1.0689e+01       7.7749    2.177       J2138.8-2055
 0.0687    0.0121   1.4499e+00      75.1345    6.535       J2139.4-4235
-0.0176    0.0312   4.2903e+02      15.3397    0.513       J2143.1-3929
 0.0473    0.0449   1.1074e+00      15.4143    1.141       J2144.2+3132
 0.1780    0.1746   3.5089e+01       5.6475    1.241       J2145.5+1006
-0.0062    0.0653   1.3639e+06       7.7181    0.096       J2145.7+0718
 0.1304    0.0355   1.9516e+01      31.3087    4.669       J2146.5-1344
-0.0368    0.0477   1.9630e+01      10.3935    0.708       J2148.0-0733
 0.0156    0.0368   4.4533e-03      17.2059    0.445       J2149.6+0323
 0.0827    0.0625   2.3523e+01      13.9477    1.559       J2150.1-1410
 0.0571    0.1285   1.0796e+00       5.3358    0.428       J2150.8+1118
 0.2378    0.0964   5.6299e+00      12.6070    2.917       J2151.4+4156
 0.1344    0.1226   3.4438e+00       6.4918    1.408       J2152.0-1205
 0.1481    0.2016   3.8493e+00       4.1978    0.842       J2152.5+1737
 0.0108    0.0781   5.2349e+05       7.8666    0.147       J2153.1-0041
 0.0665    0.0486   4.6763e+01      15.4601    1.484       J2156.0+1818
 0.1680    0.1322   3.0104e+00       8.3750    1.637       J2156.9-0854
 0.0417    0.0047   1.9405e+01     198.6395    9.655       J2158.8-3013
 0.1960    0.1539   6.5415e+00       9.6112    1.673       J2200.1+2138
 0.0056    0.0682   3.0369e-20       7.6900    0.082       J2200.3+1029
 0.0601    0.0055   1.7354e-01     166.7690   12.376       J2202.7+4216
 0.0379    0.0983   8.5581e+01       5.5710    0.395       J2202.7-5637
 0.3140    0.1397   6.4858e-01      11.2389    3.240       J2204.3+0438
-0.0289    0.0568   9.9644e+01       5.1243    0.492       J2204.5+3634
 0.0703    0.0403   2.7815e-01      20.3090    2.021       J2206.8-0032
 0.2092    0.1679   1.6863e+00       4.2441    1.622       J2208.2+0350
-0.0224    0.0444   3.7789e-01      10.8814    0.488       J2209.7-0451
 0.2056    0.1537   1.2652e+01       7.1176    1.709       J2211.0-0003
 0.0917    0.0557   1.6171e+00      13.7917    1.933       J2212.6+2800
 0.0544    0.0412   1.2474e-01      17.8132    1.443       J2216.9+2421
 0.0062    0.0568   8.6764e+00       9.4090    0.102       J2220.5+2813
 0.0885    0.0322   1.8587e+01      27.4093    3.198       J2221.5-5225
 0.0782    0.1914   1.1340e+01       5.8634    0.471       J2223.3+0102
 0.2838    0.1908   2.8898e+00       5.3490    2.009       J2224.0-1127
 0.3786    0.2373   2.3007e+00       5.4514    2.387       J2225.5-1114
 0.1879    0.0875   3.9234e+00      14.2975    2.678       J2227.9+0036
-0.0812    0.0365   6.2925e+00       7.5597    1.741       J2232.6-2023
 0.0444    0.1199   3.9475e+01       5.6250    0.275       J2232.8+1334
 0.0739    0.0350   1.1050e+00      25.9278    2.445       J2234.1-2656
 0.0804    0.0366   3.1482e-01      24.3561    2.531       J2235.8-3627
 0.0098    0.0432   8.9968e-06      12.7085    0.241       J2236.2-1706
 0.0683    0.0101   4.3810e-01      98.1265    7.712       J2236.5-1433
 0.0348    0.0663   1.8059e-01      10.3542    0.547       J2241.2+4120
 0.1289    0.0314   1.2424e+00      36.3491    5.165       J2243.4-2544
-0.0253    0.0332   5.2779e+00      13.7920    0.709       J2243.7-1231
 0.0808    0.0138   8.8364e+00      71.8832    6.825       J2243.9+2021
-0.0163    0.0805   5.9859e+04       4.6121    0.191       J2244.9-0007
 0.0458    0.0602   5.1233e+00      14.8755    0.828       J2245.9+1544
 0.0505    0.0566   1.8617e+00      15.0643    1.026       J2247.4-0001
 0.0292    0.0387   5.7234e+02      15.6814    0.765       J2247.8+4413
 0.0193    0.0497   9.7983e-05      11.3483    0.415       J2249.4-1300
 0.0088    0.0265   8.2777e+07      21.9422    0.319       J2250.0+3825
-0.0159    0.0312   2.6721e+02      16.2755    0.485       J2250.4-4206
 0.0951    0.0207   6.5032e-01      55.5010    5.371       J2250.7-2806
 0.1538    0.0453   8.1688e+00      23.5790    4.241       J2251.5-4928
 0.0507    0.0355   3.8974e+00      23.0823    1.496       J2252.0+4031
 0.1126    0.1180   4.3446e+00       5.5682    1.144       J2252.6+1245
 0.2288    0.1900   4.3067e+00       6.7265    1.606       J2253.7+1405
 0.0250    0.0662   1.2364e+01      10.5555    0.379       J2254.8-2725
-0.0155    0.0218   7.3952e+01      25.6189    0.671       J2255.2+2411
 0.0235    0.0293   1.7542e-01      24.6038    0.832       J2256.6-2011
 0.0434    0.1045   1.6937e+00       5.9212    0.420       J2256.7+1307
 0.8830    0.4888   1.4905e+00       4.6788    1.454       J2257.5+0748
 0.0299    0.0702   2.9380e-01       9.5177    0.476       J2258.3-3643
-0.0528    0.0303   1.8540e+01      12.9079    1.496       J2258.4-5524
 0.2602    0.1962   2.7844e+01       6.6013    1.714       J2300.1+4053
 0.1604    0.0477   6.7171e+00      25.2283    4.102       J2300.3+3136
 0.0236    0.0322   2.4724e+02      19.4799    0.745       J2304.6+3704
-0.0314    0.0574   1.3039e+02       5.2793    0.482       J2306.6-1105
-0.0189    0.0637   1.1068e+00       5.4518    0.268       J2307.4-1206
 0.2548    0.1093   2.2710e+00      10.9484    2.923       J2307.6+1451
 0.0733    0.0421   4.6256e-01      20.1519    1.980       J2311.0+0205
 0.0443    0.0402   1.8306e+01      18.4600    1.225       J2314.0+1445
-0.0367    0.0480   3.9511e+02      13.5937    0.674       J2315.6-5018
 0.1420    0.0634   2.3658e+00      17.8304    2.627       J2317.4-4533
-0.0371    0.0452   8.1339e+00      10.5179    0.731       J2319.1-4207
 0.4520    0.2854   1.1935e+01       4.9480    2.103       J2319.7+1609
 0.0880    0.1187   1.1525e+01       5.9251    0.787       J2321.0-6308
-0.0583    0.0276   4.1295e+00      12.5915    1.745       J2322.7+3436
 0.1621    0.0594   9.8642e+00      21.4721    3.412       J2322.8-4916
 0.0479    0.0190   1.2435e+01      41.2097    2.792       J2323.8+4210
 0.1063    0.0372   2.2178e+01      30.8009    3.259       J2324.7-4041
 0.0756    0.0553   5.6542e-01      17.2765    1.538       J2324.7+0801
 0.1133    0.0282   1.4839e+00      34.8314    4.871       J2325.2+3957
 0.0211    0.0311   2.1239e-01      29.4718    0.704       J2325.4-4800
 0.1039    0.1060   5.0550e+00       7.7903    1.137       J2325.6+1644
 0.0071    0.0308   3.1524e+03      19.9438    0.200       J2329.2+3755
-0.0838    0.0403   6.6835e+00       7.0506    1.517       J2330.3-2948
-0.0414    0.0402   4.8762e+02      11.6456    0.909       J2330.6-3726
 0.0773    0.0318   2.8864e+00      25.5891    2.797       J2334.8+1432
-0.0248    0.0510   3.0169e+02      10.7591    0.436       J2336.5-7622
-0.0016    0.0392   2.5295e-01      12.8759    0.026       J2338.9+2124
 0.0939    0.0242   6.7129e+00      36.5341    4.723       J2340.8+8015
 0.1311    0.0634   1.3836e+01      13.8711    2.505       J2343.6+3438
 0.0246    0.0292   1.4622e+02      22.8946    0.902       J2346.7+0705
 0.1178    0.0609   2.1481e-01       8.6466    2.298       J2346.7+8008
 0.0467    0.0135   3.9599e+01      56.3727    3.821       J2347.0+5141
 0.0406    0.0524   3.7892e+00      14.4907    0.830       J2350.6-3005
 0.0742    0.0526   6.5714e+00      16.2172    1.521       J2351.3-7559
 0.1871    0.0838   2.9266e+00      15.2242    3.013       J2352.0+1750
-0.0125    0.0775   2.9467e+01       4.7718    0.151       J2353.5-1457
 0.0101    0.0530   9.8394e-06      13.6436    0.199       J2353.7-3037
 0.0975    0.1130   8.4405e-01       6.5914    1.001       J2354.1+2720
 0.0238    0.0432   1.5598e+01      13.8475    0.558       J2356.2+4036
 0.1276    0.1321   7.9673e-01       8.8768    1.276       J2357.4-0152
 0.0857    0.0671   5.8347e+01      13.1056    1.413       J2357.4-1718
 0.0485    0.0538   6.4003e-01      12.7454    1.010       J2358.3+3830
-0.0291    0.0287   1.4599e+00      18.8413    0.913       J2359.0-3038
 0.0156    0.0538   1.7385e+00      12.1626    0.289       J2359.3-2049
