Beta,Beta_err,E_peak[GeV],det_sig,curv_sig,source_name
0.9946,,0.89047,5.1727,4.035,J2241.2+4303
0.5491,0.2122,1.8004,9.8981,3.91,J2241.4-8327
-0.0401,0.0692,1496.6,5.6893,0.532,J2247.7-5857
0.2837,0.7047,0.15787,5.8911,2.778,J2249.4+6222
0.0604,0.1256,0.41272,5.4748,0.555,J2249.9+0452
0.7733,0.2299,1.0329,13.5,6.42,J2250.5+3305
0.5693,0.3534,12.113,4.4326,1.939,J2250.6+5809
0.0817,0.146,0.052716,5.6368,0.65,J2255.4-3252
0.1776,0.1508,17.617,5.4213,1.629,J2303.9+5554
0.1169,0.0437,47.771,10.4479,3.542,2304.0+5406e
0.3672,0.3649,2.7037,4.5918,1.315,J2311.6-4427
0.3359,0.1904,0.28678,5.4389,2.606,J2312.4+8253
-0.077,0.0722,29.005,4.6319,0.785,J2316.7-3144
-0.0772,0.0601,25.108,5.3103,1.024,J2316.8-2518
-0.0299,0.0409,3.1723,9.6641,0.65,J2317.7+2839
0.3047,0.1561,0.61673,6.8058,3.21,J2317.8+6140
0.1857,0.4919,20.633,5.0246,0.9,J2320.2+0707
0.2289,0.1903,4.4638,5.8057,1.36,J2321.9-4842
0.0142,0.098,2.3549e-06,4.2952,0.146,J2323.1+2040
0.6059,0.4395,2.8064,5.1549,2.194,J2323.9+2519
0.1825,0.149,0.029103,5.8517,1.529,J2324.6+3115
0.2053,0.1851,0.085812,4.0953,1.381,J2326.5+8555
-0.0501,0.0651,1277.8,5.0058,0.621,J2326.9-4130
0.0221,0.1082,6.638e-09,4.3689,0.175,J2330.5-2445
0.0542,0.1315,8.8902,4.3784,0.428,J2331.6+4430
0.328,0.1013,1.2945,19.3826,4.466,J2333.1-5527
0.5468,0.3672,2.0184,4.4527,1.909,J2336.2-0715
0.0024,0.0954,5.9075,5.5888,0.0,J2336.9-8427
0.5755,0.4391,2.7143,4.1659,1.841,J2337.7-2903
-0.013,0.0626,165.08,6.3641,0.191,J2339.4+3008
0.2747,0.1225,0.86166,9.5446,2.948,J2342.4-4739
0.9777,,5.2026,8.4737,3.128,J2343.0-4756
0.0163,0.0369,9.918e-08,20.8201,0.457,J2347.9-5106
0.1718,0.2002,0.60244,4.5013,1.049,J2351.4-2818
-0.0445,0.0447,1123.2,8.5764,0.884,J2353.2+3135
0.0604,0.0957,0.002726,4.8604,0.785,J2353.5+6646
0.4291,0.1928,1.0719,9.3059,3.069,J2355.2-5247
0.1704,0.0801,0.2483,14.5845,2.725,J2355.5-6614
0.0633,0.0943,0.023573,5.1143,0.761,J2357.8+6839
0.6137,0.3765,0.75451,5.3262,2.592,J2359.3+1444
