Beta,Beta_err,E_peak[GeV],det_sig,curv_sig,source_name
0.3411,0.0992,0.95845,13.8473,4.986,J1208.0-6900
0.1552,0.165,2.5006,5.204,1.13,J1208.2+1158
0.3816,0.223,1.4672,4.3783,2.391,J1208.5-5512
0.1716,0.1389,0.30708,4.389,1.877,J1209.4-6421
0.5968,0.3032,0.60748,4.9726,3.89,J1209.9-5923
0.8284,0.1764,0.75371,6.8839,6.124,J1210.4-6250
0.0892,0.0843,0.16719,5.2365,1.27,J1210.4-6100
0.19,0.1218,0.58011,5.0256,1.884,J1210.7-6005
0.1877,0.0765,0.58518,12.7573,3.256,J1213.9-4416
0.2731,0.1545,2.9176,7.0751,2.48,J1214.5-2318
0.0927,0.0795,0.19807,6.6911,1.362,J1214.7-5858
0.1528,0.1767,2.0361,4.7231,0.944,J1216.2+0537
0.0615,0.0616,0.012626,12.4779,1.112,J1216.2-0600
-0.0285,0.0715,9.3783,5.0374,0.352,J1216.4-1358
0.2808,0.1003,0.48639,12.5095,4.391,J1216.8-5955
0.6362,0.3891,1.3379,4.5002,2.948,J1217.2-2500
0.6874,0.3466,0.31642,5.7066,3.061,J1218.6-1049
0.1704,0.1,0.61363,8.0186,2.061,J1220.1-5558
0.0595,0.083,22.299,7.9846,0.789,J1220.1-2458
0.0764,0.1174,0.014478,4.7392,0.746,J1220.5-2745
0.3505,0.0978,1.2377,19.7186,5.018,J1221.4-0634
-0.0628,0.0509,1269.6,7.3596,1.038,J1224.6+7011
0.4089,0.0703,2.0726,33.3305,8.793,J1225.9+2951
0.2086,0.0982,0.13157,5.3738,2.604,J1226.8-4907
0.0834,0.1171,0.14536,4.2372,0.828,J1228.0-6918
0.2128,0.2251,0.75635,4.4064,1.192,J1229.5-3048
0.6047,0.102,0.58222,22.4817,9.593,J1231.6-5116
0.4641,0.1226,0.84854,16.0846,6.009,J1231.6-6511
0.1796,0.1077,0.3032,9.5448,2.102,J1233.0+1333
-0.0024,0.094,2.6218e+60,4.2598,0.0,J1239.7-3455
0.2306,0.2304,13.855,5.0215,1.013,J1243.7+1727
0.1369,0.0677,0.45043,11.7792,2.727,J1244.3-6233
0.0884,0.1055,0.56526,4.5913,0.889,J1250.8-5424
0.1139,0.0656,1.8467,12.7028,2.108,J1250.9-4943
0.0654,0.2184,0.0020687,4.2469,0.401,J1252.7-2520
0.5407,0.3705,4.994,5.5897,2.644,J1254.7-4516
0.0567,0.0676,0.002709,8.6997,0.889,J1256.8+5329
0.1547,0.0942,0.5534,12.1965,2.395,J1257.0-6339
0.0211,0.1243,0.041064,5.2336,0.086,J1258.4+6554
0.1265,0.2146,0.94452,5.697,0.719,J1258.5-3406
0.3466,0.132,0.66505,9.9224,3.903,J1259.0-8148
0.4308,0.1864,1.838,7.0792,3.482,J1303.1-4714
1.0,,1.3921,10.3598,6.031,J1304.4+1203
0.6239,0.3577,1.664,5.1294,2.762,J1304.6+0539
0.4583,0.057,2.7669,37.2479,11.657,J1306.3-6043
0.1818,0.0652,0.37657,18.5917,3.496,J1306.8-4035
0.3654,0.2069,2.5039,7.362,2.592,J1308.7+0347
0.4436,0.3279,2.5505,4.5218,2.093,J1308.9-5730
0.3141,0.1008,0.51711,11.2192,5.187,J1309.1-6223
-0.0817,0.0631,33.105,4.2749,0.941,J1309.3+8035
0.1756,0.1039,0.71344,8.1909,2.461,J1312.3-6257
0.4447,0.2527,1.8072,8.7022,3.552,J1312.6-6231
0.2404,0.0821,0.35064,11.144,4.412,J1315.9-6243
0.8232,0.3689,1.6353,7.5176,4.245,J1317.5-0153
0.5205,0.1342,1.4804,16.6765,6.505,J1317.5-6316
-0.0631,0.069,220.28,5.2036,0.76,J1318.1-3937
0.1661,0.1533,3.3023,4.3913,1.307,J1318.3-1148
-0.0456,0.0719,554.22,5.1038,0.548,J1318.9-4556
0.5611,0.2508,1.0005,6.6256,3.771,J1320.3-6410
0.1507,0.1189,0.7523,5.9014,1.825,J1320.5-6256
0.2016,0.0985,0.41563,11.0346,2.558,J1325.3-5413
0.2162,0.2111,1.3269,4.1136,1.334,J1326.0+3507
0.3923,0.1391,0.30792,6.7026,4.333,J1328.4-6231
0.4355,0.0899,1.746,21.2522,7.182,J1329.9-6108
-0.1026,0.0378,23.214,6.1024,1.875,J1334.1-4154
0.1252,0.1769,0.16885,5.7299,0.763,J1334.6-4435
-0.0915,0.0611,111.87,4.7681,1.05,J1334.8-3856
0.582,0.1336,2.1681,16.659,6.333,J1335.0-5656
0.2525,0.1504,0.78253,5.7683,2.231,J1335.5-4546
-0.0946,0.0764,9.738,4.26,0.976,J1335.6-4052
0.1793,0.1475,0.5151,5.1045,1.497,J1336.5-4655
-0.0155,0.0665,96.604,4.8536,0.205,J1338.8-4509
0.9994,,0.75996,6.1724,4.336,J1343.5-6827
0.9786,0.1254,1.6297,13.4853,6.699,J1345.9-2612
0.1174,0.0838,0.024163,9.4566,1.614,J1346.5+5330
0.0088,0.1093,8.8526e-23,4.9906,0.098,J1347.4+7309
-0.1444,0.0397,15.794,4.4805,1.706,J1348.5-8700
0.1466,0.1224,0.13642,6.5276,1.573,J1349.1-5829
0.3646,0.2419,1.1419,4.5294,2.334,J1350.9-2757
0.2556,0.0542,0.49666,18.3374,7.194,J1351.6-6142
0.916,0.4305,0.52086,6.1305,4.088,J1356.0-6747
0.5526,0.2487,1.2036,9.2373,3.84,J1356.6+0234
0.5003,0.187,0.69786,8.5346,5.566,J1357.3-6123
0.3098,0.1961,0.93953,5.2373,2.459,J1358.0-7749
0.2592,0.0578,0.65753,20.1146,6.816,J1358.3-6026
0.1782,0.1373,0.0701,6.8528,1.595,J1359.9+3616
0.5382,0.1617,2.0375,15.4832,5.635,J1400.0-2415
0.6469,0.2756,1.8797,6.5439,4.056,J1400.4-6050
0.4038,0.0996,1.06,18.9621,6.133,J1400.6-1432
0.2331,0.1508,1.0142,6.909,2.95,J1401.2-6116
0.2337,0.2012,1.9784,5.8579,1.326,J1401.7-3217
0.9999,,1.7652,8.6363,5.033,J1402.7+1306
0.9812,0.1138,2.4825,14.0229,7.331,J1403.5-6236
0.4263,0.1236,0.6023,9.8251,6.036,J1404.4-6159
0.3492,0.1528,1.4357,9.1932,3.162,J1404.8-5237
0.3023,0.0478,0.51551,22.0584,10.005,J1405.1-6119
0.0712,0.1149,2.9743,4.6352,0.789,J1405.3-6008
0.1942,0.2287,10.915,5.7719,1.022,J1405.9-1853
0.9997,0.0457,1.0361,4.2179,1.423,J1407.4-0820
0.7638,0.2378,0.62579,9.2015,5.311,J1407.7-3017
0.1012,0.1397,7.6247,4.7905,0.834,J1408.0+3834
0.0587,0.0846,0.38363,4.422,0.795,J1408.1-6010
0.1748,0.0887,0.055978,10.3,2.398,J1408.6-2917
0.2639,0.1281,0.72072,9.9209,2.789,J1408.7-3747
0.0444,0.0875,0.0025024,5.8819,0.617,J1408.9-5845
0.0684,0.0137,1.6393,35.9212,6.485,1409.1-6121e
0.2803,0.0883,8.0748,19.1292,4.218,J1410.7+7405
0.3657,0.1047,1.2045,13.1948,4.948,J1412.1-6631
0.5258,0.2482,0.39067,5.7362,3.309,J1415.2-5550
0.2153,0.4292,0.51122,4.9363,2.235,J1415.3-6110
0.471,0.2349,3.5231,7.7135,3.183,J1415.4-6458
0.2828,0.2401,3.2436,5.278,1.481,J1415.9-1504
0.3058,0.1154,0.97424,11.3088,3.467,J1416.7-5023
-0.0397,0.035,2.8143,6.328,0.979,J1417.7-6057
0.5413,0.2752,0.49848,6.5905,3.68,J1418.2-5400
0.1627,0.2703,0.45888,5.1948,2.318,J1418.7-6110
-0.0261,0.05,53.55,5.0646,0.487,J1419.2-6029
0.1895,0.1687,0.27522,4.3255,1.624,J1420.7-6701
0.042,0.0751,0.15787,4.7289,0.77,J1420.9-6127
0.1673,0.1138,1.2769,8.08,1.893,J1420.9-2431
0.2273,0.6136,0.47453,5.6619,2.799,J1422.3-6059
0.1046,0.2055,0.049172,4.6741,0.9,J1424.8-6536
0.9994,,2.1278,5.7713,4.09,J1424.8-8012
0.1546,0.0429,0.19536,19.35,4.933,J1427.8-6051
0.6649,0.355,1.4388,5.0227,3.043,J1429.8-0739
0.3361,0.1773,2.9913,7.685,2.319,J1431.0-4432
0.2687,0.1446,0.67961,4.9992,2.299,J1439.2-5142
0.5084,0.2508,10.061,9.5161,3.285,J1441.4-1934
0.2811,0.2857,0.94044,4.7241,1.071,J1442.0+0732
0.43,0.1752,0.3795,7.4138,3.413,J1442.1-2800
0.0951,0.1091,3.4356,5.6581,1.006,J1442.1-3707
0.0982,0.078,0.30256,8.6404,1.458,J1443.7-7037
0.3367,0.2411,2.7961,4.4978,1.754,J1444.1+7601
0.7461,0.4287,1.0175,4.1942,2.467,J1444.8+3645
0.3731,0.073,0.37328,14.9132,8.381,J1444.9-5939
0.4022,0.0909,0.46007,17.472,7.213,J1447.4-5757
0.2784,0.106,0.68305,10.1559,4.234,J1449.8-5923
0.5145,0.2318,1.8573,8.0264,3.602,J1450.8-1424
0.6127,0.3126,1.2396,6.6953,3.418,J1451.6-3726
0.0447,0.1061,99.738,4.6216,0.457,J1452.0-4148
0.575,0.2875,0.52093,5.0855,3.495,J1454.3-5551
0.2026,0.2991,0.13425,4.6128,0.996,J1454.3-3946
0.4768,0.2352,1.316,6.7802,3.664,J1456.3-5419
-0.1118,0.0544,3.4646,4.7132,1.091,J1456.7-6050
0.4947,0.1789,1.94,12.8664,4.176,J1458.8-2120
0.4825,0.2334,0.99555,7.1105,3.009,J1500.1-5846
1.0,,0.70839,8.2228,4.796,J1500.2+2640
0.2913,0.089,1.0531,11.0791,4.963,1501.0-6310e
0.9836,,2.5596,6.4919,4.243,J1502.2-5933
0.0853,0.2545,18.976,4.1123,0.0,J1504.6+4343
0.4593,0.3004,0.56455,4.9351,2.661,J1505.1-5145
0.1565,0.0998,0.12166,5.4501,2.131,J1505.3-5852
0.2721,0.1757,1.8713,6.009,2.346,J1506.5-5708
-0.0288,0.0844,363670.0,4.5229,0.295,J1507.1-1901
-0.0029,0.0292,1.1475e-16,14.0462,0.081,1507.9-6228e
0.29,0.19,1.0259,7.8856,2.689,J1510.1-5750
0.3472,0.6643,0.84351,6.9895,3.274,J1511.2-5803
0.2433,0.1511,0.91932,5.0084,2.128,J1513.0-3118
0.3663,0.1544,2.3582,8.5879,3.514,J1513.7-1519
0.1718,0.1428,0.15719,5.0251,0.939,J1514.0-6240
0.142,0.0486,0.37201,24.0568,3.605,J1514.8+4448
0.0733,0.1187,0.020714,5.1112,0.749,J1515.5-4242
0.0601,0.0818,0.00067041,6.4387,1.185,J1515.6-5817
0.1487,0.0703,0.30027,11.7469,2.553,J1517.7-4446
0.524,0.1139,1.7819,18.8386,6.782,J1517.9-5233
0.0668,0.1029,3.6078,8.5134,0.759,J1519.7+6727
0.1286,0.0951,0.29298,7.0806,1.665,J1520.9-3805
0.1675,0.1358,0.43064,4.7059,1.501,J1521.5-8057
-0.0129,0.0404,1673.4,10.3382,0.3,J1526.3-4501
0.6611,0.2421,1.6472,9.1789,4.9,J1526.6-3810
1.0,,1.9835,11.0391,5.098,J1526.6-2743
1.0,,1.3574,10.8023,6.379,J1527.8+1013
0.3213,0.2041,0.43612,4.2161,2.37,J1527.9-4943
-0.0277,0.0912,9.6275,4.4976,0.279,J1528.4+2004
0.7972,0.2844,0.91516,6.9346,4.095,J1529.4-6027
0.7207,0.2936,1.4017,7.8483,4.367,J1530.0-1522
-0.0308,0.1054,12535.0,4.0852,0.266,J1530.5+5850
0.1954,0.1449,2.0399,5.0969,1.775,J1531.6+0406
0.0592,0.0902,0.23512,4.3753,0.724,J1532.3-3857
0.1989,0.0866,0.73228,11.4304,3.093,J1534.0-5232
0.2935,0.1469,1.614,7.8444,3.029,J1534.3-3312
0.4393,0.2583,1.9331,5.036,2.9,J1534.4-6719
0.9979,,3.6527,6.9907,4.11,J1534.7-5842
0.2588,0.0745,0.47346,18.3282,4.779,J1535.9+3743
0.3144,0.15,0.25885,9.3409,3.246,J1536.8-4327
0.5533,0.2812,0.93308,5.4811,3.522,J1537.3-6110
0.5031,0.1692,0.4894,9.6188,4.809,J1538.0-4638
0.6168,0.111,0.33783,4.6676,2.761,J1538.2-6201
0.0989,0.1098,0.34709,5.3376,1.073,J1538.9+0425
0.0809,0.1166,0.023511,4.6764,0.784,J1539.1+1008
0.6657,0.093,2.6621,30.5315,12.747,J1539.4-3323
1.0,,2.5278,5.5397,3.966,J1541.2-5201
0.1945,0.1153,0.43712,5.9316,2.188,J1542.1-5901
0.3212,0.1846,0.68894,5.2235,2.605,J1543.4-5925
0.5211,0.1489,0.79038,13.6967,5.615,J1543.6-0244
0.3397,0.0804,0.81126,17.9647,6.093,J1544.2-2554
-0.1164,0.0355,7.7792,5.6424,2.212,J1544.9+3218
0.1944,0.1385,0.22035,5.9422,1.946,J1545.2-4553
0.0831,0.0988,0.54769,4.3634,0.966,J1546.8-3244
0.2942,0.1205,0.39538,9.133,3.654,J1547.4-4802
0.0168,0.0507,6.0994e-06,7.9728,0.347,J1547.5-5130
0.726,0.3175,0.73664,8.3143,4.098,J1548.1-4416
0.1777,0.8203,0.41618,5.3306,1.754,J1550.4-5354
-0.0316,0.0649,1.8766,10.4267,0.415,J1550.6+6027
0.1244,0.1014,0.10596,5.6334,1.456,J1551.7-4257
1.0,,0.55227,5.7971,4.577,J1551.9-6015
0.1021,0.0189,1.1622,36.4684,7.495,1553.8-5325e
0.1031,0.0804,20.413,8.3459,1.439,J1554.2+2008
0.527,0.2486,1.7417,7.4253,3.032,J1555.2+7103
0.5583,0.3425,1.8654,5.7539,2.84,J1556.4-6911
0.2245,0.2022,4.6602,4.3124,1.514,J1557.2+3822
0.17,0.1088,0.52388,5.1572,1.96,J1559.7-4518
0.0299,0.0641,0.01807,5.8211,0.494,J1602.0-4402
0.6334,0.2023,2.0995,13.8592,5.428,J1602.2+2305
0.3131,0.0887,2.6115,16.9039,5.061,J1603.3-6010
0.0322,0.0766,0.0026599,6.9671,0.45,J1603.6-0451
0.9433,0.3568,1.8232,5.3417,3.404,J1604.4-4927
0.159,0.1491,0.40657,5.9411,1.342,J1606.6+1324
-0.0128,0.0591,189310000.0,6.1348,0.191,J1608.4+0055
0.4637,0.1244,0.32639,6.4652,3.416,J1608.8-4803
0.4096,0.0885,0.87116,8.2802,4.982,J1610.3-5154
0.9967,,1.7837,6.6913,4.204,J1611.6-6013
0.3421,0.1082,0.53484,7.8642,5.161,J1611.9-5125
0.6441,0.1752,1.9836,14.6433,6.183,J1612.1+1407
0.4918,0.0871,0.56431,4.224,2.36,J1612.1-4526
0.3716,0.2167,1.8792,5.0607,2.209,J1612.4+0409
0.9671,0.0833,0.47241,5.0476,2.965,J1612.4-4419
0.3503,0.1007,0.73941,11.8614,6.501,J1613.0-5102
0.388,0.222,3.4503,4.834,2.469,J1615.3-1512
0.0752,0.0968,0.15613,4.8355,0.893,J1615.5-5434
0.2357,0.2226,0.22678,4.4601,1.594,J1615.9-4322
1.0,,1.6386,17.509,8.585,J1616.6-5341
0.5617,0.0838,0.562,8.0549,6.479,J1616.6-5009
0.1213,0.0932,0.62423,7.4426,1.837,J1618.0-5119
0.5373,0.6494,0.46175,6.5968,3.145,J1618.3-4537
0.5149,0.1057,0.90093,7.2964,5.805,J1619.3-5047
0.1159,0.0734,0.8917,7.3891,2.138,J1619.4-5106
0.3687,0.1115,2.0232,6.6072,3.18,J1619.5-5014
0.5375,0.4397,1.2265,4.4488,2.859,J1620.5-5729
0.1853,0.0985,0.78792,8.824,3.333,J1620.8-4958
0.1198,0.0733,0.49725,5.9268,2.206,J1620.8-5035
0.3751,0.2055,0.59265,4.5612,2.835,J1621.0-2625
0.1834,0.1231,0.59707,6.5756,2.139,J1622.0-5157
0.2911,0.1082,1.2094,12.4713,3.719,J1622.2-7202
0.239,0.0637,0.60684,5.8623,2.438,J1622.5-4726
0.3127,0.0848,0.56316,7.9081,5.259,J1622.7-4934
0.2883,0.078,1.2411,4.1905,2.444,J1622.8-4454
0.0534,0.0753,0.04837,5.6599,0.844,J1623.0-4624
0.0593,0.0882,0.07633,4.2719,0.795,J1623.7-2315
0.3139,0.1024,1.2402,13.209,4.097,J1623.9-6936
0.5416,0.2945,1.9311,6.498,3.851,J1624.1-4941
0.2489,0.1396,0.65804,5.3793,2.513,J1624.1-4417
0.3499,0.1066,1.4393,13.1306,5.085,J1624.3-3952
0.8213,0.2968,0.713,5.933,4.156,J1624.9-4538
0.9878,,0.46163,5.8157,4.757,J1625.3-2338
0.0164,0.3409,1.2876e-05,7.2054,0.386,J1626.0-4917
0.095,0.0671,0.24451,8.745,1.71,J1626.5-4406
0.0029,0.0725,27.477,7.3417,0.063,J1626.5+6257
0.3813,0.2036,0.43489,5.7417,3.455,J1626.6-4251
0.374,0.141,0.74252,8.7766,3.627,J1627.7-5749
0.6742,0.1686,1.819,17.9288,6.766,J1627.7+3219
0.9978,,2.9176,5.5471,3.64,J1628.0-4920
0.1516,0.1293,0.59502,5.3912,1.707,J1628.6-4553
0.3611,0.1514,0.54992,6.7336,4.066,J1629.3-4822
0.9992,,2.1888,9.8918,5.821,J1630.1-1049
0.2682,0.1517,0.35286,5.2074,2.44,J1630.1-3546
0.092,0.1377,36.416,6.6284,0.793,J1631.8+4144
0.5706,0.2195,1.8769,9.465,2.769,J1632.5+3839
-0.0493,0.0488,60.886,4.7614,0.897,J1634.6-4324
1.0,,2.0097,6.7699,4.821,J1634.7+0235
0.4445,0.1815,2.0132,10.8222,3.4,J1635.3+4258
0.2225,0.1045,0.39106,8.453,2.886,J1635.4-3249
0.2726,0.0969,0.59731,10.6308,5.062,J1636.9-4710
0.0584,0.1121,0.0020788,5.0831,0.549,J1637.5+3005
0.0689,0.0783,0.031671,6.9565,0.955,J1639.0-2727
0.5228,0.1994,0.30254,8.834,4.441,J1639.2-5638
0.2097,0.0403,1.306,34.6074,7.193,J1639.3-5146
0.1466,0.0558,0.26575,10.5842,3.933,J1639.8-4642
0.1784,0.0816,0.53609,9.9728,3.003,J1640.3-4917
0.3089,0.1095,0.36537,11.2585,3.982,J1641.3-2908
0.0189,0.1152,1064400.0,4.6849,0.134,J1641.5+2017
0.16,0.161,0.071576,4.1965,1.113,J1643.1+1436
0.4032,0.1827,1.6522,8.9174,3.455,J1643.3-3148
0.2698,0.153,4.2983,6.7482,2.398,J1644.8+1850
0.5315,0.4328,0.32576,5.6836,2.553,J1644.9-4921
0.1041,0.1531,1.2289,5.2537,0.767,J1645.0+1654
0.3542,0.2247,2.372,4.4753,2.568,J1645.1-4123
0.2968,0.1708,0.33851,4.614,2.698,J1645.2-5218
0.1841,0.1094,0.46063,5.0516,2.301,J1646.5-4406
0.5448,0.2488,0.7903,8.2158,4.61,J1646.7-2154
0.0626,0.1095,328.3,6.0641,0.619,J1648.1-1547
0.1502,0.1951,3.0973,4.811,1.007,J1648.7+4834
0.4002,0.1616,0.45012,6.8637,4.847,J1649.2-4513
0.4102,0.1632,1.8044,9.6803,4.64,J1649.3-4441
0.4036,0.0932,1.2712,19.3727,6.735,J1649.8-3010
0.3947,0.0686,0.51958,5.0371,4.279,J1650.9-4420
0.64,0.2434,0.64187,7.2147,4.288,J1651.1-5848
-0.0297,0.0681,10.893,4.4055,0.398,J1651.7-7241
0.946,0.2026,2.3744,8.7405,5.587,J1651.7-4359
0.0262,0.0148,16.394,26.3078,1.784,1652.2-4633e
0.3969,0.1633,0.91214,7.8949,4.395,J1652.2-4516
0.9063,0.3806,4.2006,4.747,2.655,J1653.0+3640
0.2966,0.0628,0.51679,14.3182,7.047,J1653.2-4349
0.0833,0.0926,0.083237,6.3238,1.194,J1654.2-4907
0.9308,0.3134,0.39582,5.8745,3.071,J1654.5-5509
-0.0047,0.0313,847100.0,8.6386,0.158,1655.5-4737e
0.4597,0.2947,2.2457,5.7694,2.379,J1655.9-3940
0.2687,0.1379,0.70223,6.1726,2.451,J1655.9-3101
0.5994,0.2856,2.0872,7.9979,3.853,J1656.4-0410
0.9392,0.3199,1.5894,10.2299,5.811,J1656.5-2733
0.6113,0.2898,0.64434,6.0805,3.612,J1656.9-5717
0.4717,0.331,1.5963,4.8945,2.161,J1657.4-3917
0.1456,0.1078,1.2335,5.7405,1.899,J1657.7-4656
0.07,0.096,0.31481,5.7585,0.907,J1657.7-4520
0.1127,0.1297,0.90911,4.7024,1.248,J1658.3-4637
0.4458,0.1615,1.9787,13.2846,4.464,J1659.0-0140
0.2673,0.1785,1.2239,7.6766,2.426,J1659.2-1443
0.4521,0.3642,0.73851,4.4061,1.577,J1659.9-0122
0.4685,0.1105,0.36399,5.7267,4.341,J1700.2-4237
0.344,0.1032,0.88957,6.4828,3.11,J1700.3-4557
0.2736,0.1331,0.34177,5.5259,2.822,J1700.8-5218
0.2986,0.1747,0.83551,4.7041,2.526,J1701.3-4924
0.237,0.2042,0.33105,4.4419,2.141,J1701.9-4625
0.2402,0.1244,3.371,6.953,2.461,J1702.3-2525
0.0925,0.1076,0.14409,4.2011,1.086,J1702.5-4803
0.2464,0.0354,0.41424,38.9105,10.048,J1702.7-5655
0.324,0.1102,1.1276,10.7485,3.987,J1703.6-2850
0.3636,0.1078,1.5779,13.6397,5.801,J1704.8-4030
0.5377,0.5766,0.64093,5.3222,3.521,J1705.1-4748
0.9952,,2.9447,7.1678,3.414,J1705.2-3850
0.4386,0.1932,0.57885,6.2491,3.703,J1705.4-4850
0.7331,0.4091,0.7116,5.4158,3.725,J1706.2-4950
0.3793,0.1374,0.92908,4.0629,2.028,J1706.4-4609
0.816,0.2088,0.5431,4.6873,1.924,J1706.4-4649
0.1796,0.0925,0.2668,5.7569,2.889,J1706.5-4023
0.2765,0.1879,0.4777,6.4873,2.395,J1706.8-4540
0.0162,0.1019,1.7165e-07,4.9384,0.215,J1707.6-5351
0.2483,0.1538,0.44448,4.7768,2.399,J1708.8-0923
0.9948,,5.4568,5.8287,3.614,J1709.4-2127
0.0922,0.064,0.060231,10.6583,1.675,J1709.4-0328
0.6511,0.2392,0.87989,8.376,5.231,J1709.9-0900
-0.0246,0.071,2334.8,7.4273,0.317,J1710.0+4629
0.3783,0.2693,2.5159,5.5674,2.454,J1710.3-3039
1.0,,0.27548,5.2238,3.77,J1710.8+1135
0.975,0.1305,1.3559,10.8942,6.982,J1711.0-3002
0.1699,0.1284,0.33779,5.8554,1.669,J1711.4-2526
0.4544,0.1523,2.0291,10.4043,4.552,J1711.9-1922
-0.0262,0.0753,0.39093,4.0674,0.363,J1712.9-4105
0.7633,0.5181,3.0037,4.4451,2.706,J1714.8-1421
0.2658,0.0808,0.75217,12.5577,5.392,J1714.8-3849
0.5247,0.1712,1.748,12.3968,4.484,J1714.9-3324
0.1095,0.1272,0.22993,5.1057,1.451,J1715.7-4239
0.1543,0.0922,6.4825,10.2151,2.079,J1716.1+2309
0.1913,0.1356,1.3432,4.3846,1.878,J1716.9-4152
-0.0251,0.0636,6505.8,4.2437,0.361,J1717.0-3218
0.3196,0.113,1.2581,15.4787,4.087,J1717.5-5804
0.9983,,3.4086,6.3848,4.448,J1717.5-4022
0.2134,0.1282,0.44508,6.9726,2.597,J1717.6-4404
0.0554,0.1166,0.0084023,5.535,0.522,J1717.8+1955
0.5412,0.2925,0.9143,7.0189,4.112,J1719.0-4221
-0.0081,0.0532,90424.0,6.3904,0.125,J1719.1-5348
0.5228,0.2219,0.7676,6.7736,3.554,J1719.4-2916
0.119,0.0943,0.30774,5.9031,1.58,J1720.1-4358
0.3805,0.105,0.9335,15.6382,5.186,J1720.6+0708
0.5094,0.1801,0.92514,11.3153,4.619,J1721.3-5257
-0.0819,0.0541,100.86,5.0687,1.146,J1721.4+2529
0.001,0.0736,1.1028e-79,5.052,0.038,J1721.4+1131
0.2326,0.0912,0.7242,9.2866,3.538,J1721.7-3917
0.3168,0.1023,1.0541,7.4518,2.716,J1722.1-3205
0.9871,,2.262,4.954,3.699,J1722.6-3135
0.2507,0.0984,0.85311,9.913,3.595,J1722.8-0418
0.3501,0.2297,0.5335,4.6468,2.74,J1723.1-2859
-0.0199,0.0206,2.8198,10.8578,0.87,1723.5-0501e
0.109,0.1109,0.31112,4.6234,1.246,J1723.6-4126
0.9206,0.2639,0.91753,6.3253,4.518,J1724.5-3008
0.1591,0.1066,0.49695,10.2343,2.134,J1725.1-1924
0.0851,0.0895,0.064547,6.3551,1.096,J1725.5+0840
0.4329,0.2404,1.4958,5.502,3.166,J1726.2-2903
0.2566,0.0842,0.97529,4.3608,1.101,J1726.7-3930
0.098,0.0891,0.3031,5.1884,1.328,J1726.8-2659
0.2658,0.1296,1.466,8.2783,2.742,J1727.4+0326
0.2287,0.1232,1.3244,9.0877,2.824,J1727.6-2304
0.4079,0.3567,0.43212,5.1489,2.469,J1727.6-0849
0.2233,0.1931,0.85101,4.3994,1.796,J1727.7-3621
0.3817,0.0759,0.37738,6.8988,4.132,J1728.0-3550
0.5775,0.2709,1.4211,8.8243,4.237,J1728.1-1610
0.3455,0.1475,1.45,8.7028,3.636,J1729.1-3503
0.5112,0.1147,0.83445,7.2045,3.925,J1729.4-2831
0.5653,0.3912,0.87989,6.4926,3.851,J1729.7-4242
0.1308,0.1006,0.49416,8.3156,1.42,J1729.9-4148
0.7284,0.3476,0.57643,6.8479,4.185,J1730.1-4343
0.9997,,2.9182,5.1085,3.75,J1730.3-2913
0.5756,0.1284,1.5437,17.5202,7.176,J1730.4-0359
0.6565,0.2633,1.8825,7.6285,4.076,J1730.8-3806
0.2305,0.2004,14.848,5.3042,1.396,J1730.8-1123
0.812,0.2815,0.69609,6.1645,4.083,J1731.7-1850
0.3234,0.1092,1.539,4.153,2.623,J1732.0-2659
0.3107,0.1334,0.59897,5.6302,3.028,J1732.7-2559
0.1853,0.1018,0.50673,7.0622,2.405,J1733.2-2915
1.0,,2.157,7.3681,4.098,J1733.4+2235
0.4899,0.2443,0.87141,6.8936,3.738,J1733.6-2431
0.7019,0.2841,0.45853,7.0169,4.636,J1733.9-2220
0.4967,0.0963,1.7479,7.9905,3.754,J1734.0-2933
0.6221,0.268,0.83417,9.6266,4.691,J1734.5-2818
0.1396,0.0978,0.69535,6.214,1.684,J1735.2-1640
0.2418,0.0976,0.36376,10.9944,3.6,J1735.3-0717
0.385,0.1015,1.344,16.9631,5.851,J1736.1-3422
0.2752,0.1656,0.61912,4.756,2.661,J1736.3-2929
0.065,0.1004,0.26758,4.6126,0.752,J1737.2-2421
-0.0355,0.0568,89.978,5.1333,0.533,J1737.3-5300
0.4553,0.1362,0.73596,7.7171,3.246,J1737.3-3332
0.189,0.1054,0.69795,5.9697,2.37,J1737.6-2350
0.1899,0.5483,0.174,4.2992,0.912,J1738.0+0236
0.7612,0.1382,0.7192,11.0443,7.08,J1738.1-2453
0.3955,0.1677,0.6459,6.7774,2.276,J1738.8-3241
0.9999,,1.0401,5.1523,3.447,J1739.1-1059
0.2761,0.1291,0.60974,8.4595,3.351,J1739.2-2717
0.3534,0.1293,0.83692,11.2251,4.603,J1739.3-2531
0.9465,0.3278,1.2701,6.7211,4.662,J1739.5-2929
0.2588,0.6473,0.3363,5.0678,2.025,J1739.6-3155
0.9989,,2.5838,6.991,3.956,J1739.7-2836
0.2387,0.1394,0.2301,5.5743,2.228,J1740.1-1928
0.3834,0.1814,1.9224,6.8789,3.455,J1740.4-2850
0.2075,0.152,0.68198,5.9211,2.178,J1740.6-3430
0.1837,0.1001,0.090757,8.4363,2.241,J1740.7-6750
0.797,0.1899,1.715,8.5034,4.984,J1740.7-2640
0.5839,0.253,1.9661,5.0981,3.133,J1741.1-3328
0.584,1.8111,1.3108,5.9903,3.121,J1741.3-3357
0.9044,0.256,2.6434,7.4517,4.612,J1741.5-3119
